0, 390040, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.01, 0.03, -0.00, 0.00, 0.00, 25.00, 51.25, -38.56
1, 390184, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.01, 0.02, 0.00, 0.00, 0.00, 25.25, 51.69, -39.06
2, 390242, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.02, 0.00, 0.01, 0.00, -0.00, 29.00, 51.69, -37.75
3, 390301, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.03, 0.03, -0.00, 0.00, 0.00, 27.56, 50.88, -39.38
4, 390361, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.04, 0.01, -0.05, 0.00, 0.00, -0.00, 23.50, 50.88, -38.25
5, 390424, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.01, 0.06, -0.00, -0.00, 0.00, 26.75, 51.25, -38.25
6, 390482, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.00, 0.05, 0.00, 0.01, -0.00, 27.88, 50.56, -38.25
7, 390541, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.03, 0.04, -0.00, 0.00, -0.00, 23.88, 50.88, -38.25
8, 390601, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.06, 0.02, 0.05, -0.01, -0.00, 0.00, 24.56, 51.25, -38.56
9, 390663, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.00, 0.00, 0.00, 0.00, -0.00, 27.56, 50.88, -38.56
10, 390722, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.02, 0.03, -0.00, -0.00, 0.00, 25.69, 51.25, -38.25
11, 390781, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.06, 0.02, 0.03, 0.00, -0.00, 0.00, 24.25, 50.88, -37.75
12, 390841, 0.000000, 0.000000, 0.00, 359.9375, -6.1250, 27.8750, 0.05, 0.00, 0.05, 0.00, 0.00, 0.00, 25.25, 50.88, -38.25
