0, 500476, 0.000000, 0.000000, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.12, 0.00, -0.00, 0.01, -0.00, 2.69, 25.56, -57.75
1, 500578, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.11, -0.01, -0.00, 0.00, -0.00, 2.69, 26.38, -58.19
2, 500588, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.02, 0.13, -0.11, 0.00, -0.00, 0.00, 2.69, 26.38, -58.19
3, 500597, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.13, -0.08, -0.00, 0.00, 0.00, 2.69, 26.38, -58.19
4, 500607, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.02, 0.12, 0.00, -0.01, -0.00, 0.00, 2.69, 26.38, -58.19
5, 500624, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.02, 0.10, 0.00, 0.00, -0.00, 0.00, 5.19, 26.38, -58.56
6, 500635, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 5.19, 26.38, -58.56
7, 500646, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, 0.00, 0.12, -0.08, -0.00, 0.00, -0.00, 5.19, 26.38, -58.56
8, 500656, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, 0.00, 0.10, -0.02, -0.00, 0.00, 0.00, 5.19, 26.38, -58.56
9, 500668, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, 0.00, 0.13, -0.02, 0.00, 0.00, -0.00, 1.88, 25.56, -58.19
10, 500677, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.11, -0.06, 0.00, -0.00, -0.00, 1.88, 25.56, -58.19
11, 500687, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.02, 0.10, -0.09, -0.00, -0.00, -0.00, 1.88, 25.56, -58.19
12, 500697, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.12, -0.05, -0.00, -0.00, 0.00, 1.88, 25.56, -58.19
13, 500709, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.01, 0.11, -0.03, -0.00, 0.00, -0.00, 1.88, 25.56, -58.19
14, 500718, 57.430641, 12.037386, 0.00, 349.1875, 1.4375, -0.0625, -0.02, 0.11, 0.00, -0.01, 0.00, -0.00, 5.56, 26.38, -57.75
15, 500727, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.01, 0.12, -0.01, -0.01, 0.00, -0.00, 5.56, 26.38, -57.75
16, 500737, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.01, 0.11, -0.10, -0.00, 0.00, -0.00, 5.56, 26.38, -57.75
17, 500751, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, 0.00, 0.11, -0.04, 0.00, 0.00, -0.00, 5.56, 26.38, -57.75
18, 500760, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.01, 0.10, -0.03, 0.00, 0.00, 0.00, 5.56, 26.38, -57.75
19, 500769, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.02, 0.08, 0.00, -0.01, -0.00, -0.00, 3.38, 26.00, -57.75
20, 500778, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.02, 0.11, 0.00, -0.00, -0.00, -0.00, 3.38, 26.00, -57.75
21, 500794, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.03, 0.11, -0.09, 0.00, 0.00, -0.00, 3.38, 26.00, -57.75
22, 500805, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, -0.01, 0.12, -0.04, -0.00, 0.00, -0.00, 3.38, 26.00, -57.75
23, 500816, 57.430584, 12.037413, -27.20, 349.1875, 1.4375, -0.0625, 0.00, 0.13, -0.04, 0.00, 0.00, -0.00, 1.88, 25.56, -57.38
24, 500826, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, -0.01, 0.12, -0.01, -0.00, -0.00, -0.00, 1.88, 25.56, -57.38
25, 500840, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, 0.00, 0.11, -0.09, -0.00, 0.00, -0.00, 1.88, 25.56, -57.38
26, 500851, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, -0.01, 0.09, -0.07, -0.00, -0.01, -0.00, 1.88, 25.56, -57.38
27, 500860, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, 0.00, 0.11, -0.02, -0.01, -0.00, -0.00, 1.88, 25.56, -57.38
28, 500870, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, -0.02, 0.11, -0.02, -0.00, -0.00, 0.00, 3.38, 25.56, -58.19
29, 500885, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, 0.00, 0.09, -0.01, 0.00, 0.00, 0.00, 3.38, 25.56, -58.19
30, 500895, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, -0.01, 0.11, -0.08, -0.00, -0.00, 0.00, 3.38, 25.56, -58.19
31, 500906, 57.430576, 12.037420, -31.80, 349.1875, 1.4375, -0.0625, 0.00, 0.11, -0.05, -0.00, 0.00, -0.00, 3.38, 25.56, -58.19
